Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1982","1982","gigagrams","1901.8162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1983","1983","gigagrams","1859.3649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1984","1984","gigagrams","1927.2869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1985","1985","gigagrams","1971.4362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1986","1986","gigagrams","1974.8323","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1987","1987","gigagrams","1976.5304","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1988","1988","gigagrams","2003.6992","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1989","1989","gigagrams","2005.3972","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1990","1990","gigagrams","2258.4067","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1991","1991","gigagrams","2351.7995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1992","1992","gigagrams","2487.6435","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1993","1993","gigagrams","2558.9616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1994","1994","gigagrams","2316.9164","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1995","1995","gigagrams","2313.0449","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1996","1996","gigagrams","2292.3677","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1997","1997","gigagrams","2394.9809","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1998","1998","gigagrams","2562.755","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","1999","1999","gigagrams","2557.4605","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2000","2000","gigagrams","2572.8007","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2001","2001","gigagrams","2784.8023","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2002","2002","gigagrams","2784.8023","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2003","2003","gigagrams","2700.7386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2004","2004","gigagrams","2749.3538","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2005","2005","gigagrams","2784.8023","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2006","2006","gigagrams","2801.7828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2007","2007","gigagrams","2920.6463","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2008","2008","gigagrams","2886.6853","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2009","2009","gigagrams","2886.6853","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2010","2010","gigagrams","2939.2484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2011","2011","gigagrams","3056.1592","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2012","2012","gigagrams","3184.525","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2013","2013","gigagrams","3009.7532","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2014","2014","gigagrams","3034.4258","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2015","2015","gigagrams","2860.1346","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2016","2016","gigagrams","2672.6376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","951","Milk, whole fresh buffalo","2017","2017","gigagrams","2629.665","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1970","1970","tonnes","1005000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1971","1971","tonnes","1039000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1972","1972","tonnes","1064000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1973","1973","tonnes","1087000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1974","1974","tonnes","1113000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1975","1975","tonnes","1136000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1976","1976","tonnes","1160000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1977","1977","tonnes","1182000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1978","1978","tonnes","1204000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1979","1979","tonnes","1227000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1980","1980","tonnes","1248000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1981","1981","tonnes","1269000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1982","1982","tonnes","1230000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1983","1983","tonnes","1200000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1984","1984","tonnes","1180000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1985","1985","tonnes","1200000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1986","1986","tonnes","1202000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1987","1987","tonnes","1203000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1988","1988","tonnes","1202000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1989","1989","tonnes","1208000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1990","1990","tonnes","1250000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1991","1991","tonnes","1325000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1992","1992","tonnes","1420940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1993","1993","tonnes","1555929","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1994","1994","tonnes","1417000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1995","1995","tonnes","1358000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1996","1996","tonnes","1623992","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1997","1997","tonnes","1889983","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1998","1998","tonnes","2022380","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","1999","1999","tonnes","2018200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2000","2000","tonnes","2030305","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2001","2001","tonnes","2212988","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2002","2002","tonnes","2087157","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2003","2003","tonnes","2549581","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2004","2004","tonnes","2266771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2005","2005","tonnes","2300000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2006","2006","tonnes","2300000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2007","2007","tonnes","2609821","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2008","2008","tonnes","2640638","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2009","2009","tonnes","2696662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2010","2010","tonnes","2653242","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2011","2011","tonnes","2568139","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2012","2012","tonnes","2564643","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2013","2013","tonnes","2522832","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2014","2014","tonnes","2923025","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2015","2015","tonnes","2394158","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2016","2016","tonnes","2334293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","951","Milk, whole fresh buffalo","2017","2017","tonnes","2034030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1970","1970","kg CO2eq/kg product","43.9302","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1971","1971","kg CO2eq/kg product","43.0833","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1972","1972","kg CO2eq/kg product","40.5651","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1973","1973","kg CO2eq/kg product","44.2286","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1974","1974","kg CO2eq/kg product","46.7753","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1975","1975","kg CO2eq/kg product","45.3141","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1976","1976","kg CO2eq/kg product","42.7337","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1977","1977","kg CO2eq/kg product","42.9491","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1978","1978","kg CO2eq/kg product","41.4985","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1979","1979","kg CO2eq/kg product","40.975","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1980","1980","kg CO2eq/kg product","40.8368","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1981","1981","kg CO2eq/kg product","38.7969","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1982","1982","kg CO2eq/kg product","40.2456","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1983","1983","kg CO2eq/kg product","39.4987","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1984","1984","kg CO2eq/kg product","38.3957","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1985","1985","kg CO2eq/kg product","38.5058","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1986","1986","kg CO2eq/kg product","40.5159","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1987","1987","kg CO2eq/kg product","38.0294","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1988","1988","kg CO2eq/kg product","35.4687","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1989","1989","kg CO2eq/kg product","35.4515","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1990","1990","kg CO2eq/kg product","35.6672","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1991","1991","kg CO2eq/kg product","32.9343","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1992","1992","kg CO2eq/kg product","32.0489","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1993","1993","kg CO2eq/kg product","30.8602","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1994","1994","kg CO2eq/kg product","32.2097","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1995","1995","kg CO2eq/kg product","31.8431","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1996","1996","kg CO2eq/kg product","32.3122","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1997","1997","kg CO2eq/kg product","31.8565","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1998","1998","kg CO2eq/kg product","30.8448","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","1999","1999","kg CO2eq/kg product","29.6862","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2000","2000","kg CO2eq/kg product","29.5389","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2001","2001","kg CO2eq/kg product","29.1212","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2002","2002","kg CO2eq/kg product","29.2913","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2003","2003","kg CO2eq/kg product","29.2025","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2004","2004","kg CO2eq/kg product","29.1493","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2005","2005","kg CO2eq/kg product","28.9408","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2006","2006","kg CO2eq/kg product","28.1965","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2007","2007","kg CO2eq/kg product","28.5562","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2008","2008","kg CO2eq/kg product","28.6458","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2009","2009","kg CO2eq/kg product","28.3743","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2010","2010","kg CO2eq/kg product","28.3444","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2011","2011","kg CO2eq/kg product","27.6819","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2012","2012","kg CO2eq/kg product","28.6844","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2013","2013","kg CO2eq/kg product","29.1244","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2014","2014","kg CO2eq/kg product","30.0967","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2015","2015","kg CO2eq/kg product","30.5208","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2016","2016","kg CO2eq/kg product","30.9485","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","71761","Emissions intensity","977","Meat, sheep","2017","2017","kg CO2eq/kg product","31.2892","Fc","Calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1970","1970","gigagrams","27014.8831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1971","1971","gigagrams","27205.7228","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1972","1972","gigagrams","26530.9733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1973","1973","gigagrams","26865.1914","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1974","1974","gigagrams","26828.1842","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1975","1975","gigagrams","27498.5587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1976","1976","gigagrams","27292.4651","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1977","1977","gigagrams","28424.295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1978","1978","gigagrams","28785.5556","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1979","1979","gigagrams","29118.7633","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1980","1980","gigagrams","30183.1193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1981","1981","gigagrams","29991.9027","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1982","1982","gigagrams","30113.1049","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1983","1983","gigagrams","30070.877","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1984","1984","gigagrams","29740.0014","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1985","1985","gigagrams","30241.7044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1986","1986","gigagrams","30302.1109","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1987","1987","gigagrams","30774.2659","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1988","1988","gigagrams","30845.525","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1989","1989","gigagrams","31999.7512","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1990","1990","gigagrams","32350.2309","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1991","1991","gigagrams","31676.7495","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1992","1992","gigagrams","31475.7847","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1993","1993","gigagrams","29711.1134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1994","1994","gigagrams","30719.8917","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1995","1995","gigagrams","31279.8982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1996","1996","gigagrams","32355.1106","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1997","1997","gigagrams","33437.6455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1998","1998","gigagrams","34956.1924","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","1999","1999","gigagrams","36188.8285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","2000","2000","gigagrams","36634.0239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","2001","2001","gigagrams","37616.2809","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","977","Meat, sheep","2002","2002","gigagrams","38189.2817","A","Aggregate, may include official, semi-official, estimated or calculated data"
